Start,End,Speaker,Text
0:25:48,0:25:49,Belén,¿Qué es eso?
0:25:53,0:25:54,SPEAKER_00,"¿Un poco blanco, en serio?"
0:25:55,0:25:56,Patricia,"Yo le saco una foto al tuyo, Chloe."
0:25:57,0:25:59,Belén,Pero está bien porque no hay persona que me lo saque.
0:26:00,0:26:01,SPEAKER_00,¡Amarillo!
0:26:02,0:26:06,Patricia,"¿Tú tienes una cámara? Pensé que me pedías a mí. ¿Este es el tuyo, Chloe?"
0:26:07,0:26:08,SPEAKER_00,¡Check foto!
0:26:09,0:26:14,Patricia,"La muñequita con el pelo negro. Alright, Kelsey. ¿Me vas a contar más de la historia?"
0:26:24,0:26:29,SPEAKER_00,Y los cushmellows �Esto? Chloe!
0:26:30,0:26:31,Belén,¿Es la cabeza?
0:26:32,0:26:35,SPEAKER_00,¿Así? Sí.
0:26:36,0:26:39,Belén,¿Pero vamos a preguntar a ella? ¿Este?
0:26:40,0:26:53,Patricia,"¿Qué pasó, Jenny? Así que se acaban con el pase de modelos y me cuentan el final de esta historia. Estoy intrigada."
0:26:54,0:27:01,SPEAKER_00,"¿Cómo sigue la historia, pizza? We try to get out Zoey and they still catch us. And then we get/got punished."
0:27:02,0:27:03,Patricia,"Really, you get punished?"
0:27:06,0:27:08,SPEAKER_00,Yeah! That's what they do in prison -- in juvy
0:27:09,0:27:10,Patricia,¿Cómo sabes tú eso?
0:27:11,0:27:15,SPEAKER_00,"He was ___ when he was 15... and then they call our parents, and..."
0:27:15,0:27:20,Patricia,Entonces nos llevaron a la cárcel y nos llamaron a sus padres porque son menores de edad.
0:27:21,0:27:28,SPEAKER_00,"And then we had problems with our moms, so we couldn't play. So we have to stay there for like 7 years"
0:27:29,0:27:36,Patricia,"¿En la cárcel? Sí, en la cárcel. ¿7 años? ¿Pero qué edad van a tener 7 años?"
0:27:37,0:27:39,SPEAKER_00,"So, I'm the police officer..."
0:27:40,0:29:27,Patricia,"¿Cómo es? La policía Chloe. Me dicen Kelsey y Kaylee que van a estar en la cárcel 7 años. Porque su mamá se enfadó, no la vino a buscar. Eso es muy triste, voy a llorar. Con esta historia. ¿Cuál es el mensaje de la historia? Tiene que haber un mensaje, algo que están enseñando. Ustedes son las autoras. ¿Soto, quieres ser el primero? You want to be arrested, on purpose... están robando!? Deberían tener una consecuencia. No me creo que tu mamá te dejara allí 7 años, por muy enfadada que estuviera. Se moriría de pena. Ok, chicos, voy a volver a que me sigan contando. Me encanta la historia. Veo el mensaje, me da un poco de pena, pero bueno, tendrá que sobrevivir. Vamos a pasar a este otro grupo. A ver quién tenemos aquí. Tenemos... Perdón que me mato. ¿Qué tal vamos, chicas? Hola, ¿nueva estudiante? Estuviste la semana, la vez pasada, pero no te hizo tanto. ¿Cómo es su nombre? ¿Ivani?"
0:29:28,0:29:30,Novani,Novani...
0:29:31,0:31:29,Patricia,"Novani, sí, es verdad. Novani, yo no sé si tengo esto de tus papás, a ver. ¿Este te lo mandé? No te lo mandé. Este permiso creo que le dije a tu mamá que le iba a mandar y luego no lo mandé. ¿Se lo puedes hacer a tus papás? Y tienen que firmar, mira, tienen que poner aquí sus iniciales, si están de acuerdo en que lo grabe, yo les expliqué por teléfono. Y luego, segundo, eso es uno, y otro es firmar, dos cosas. ¿Y lo traes mañana? Sí, Novani, porque como tú entraste un poquito más tarde, no te di esto. Es el permiso para que podamos ver tu trabajo para el programa, ¿ok? Ponlo en tu mochila, anda, cariño. Que no se pierdan, mi amor. ¿Tienes algo para ponerle? Cuéntame qué están haciendo. ¿Cuál es tu historia, Novani, esta? Oye, ¿saben que los muñequitos se pueden poner de pie? Porque van a estar como en una cajita. Ya, como el tuyo está de tridimensional, creo que es el primero que veo. ¿Kelsey, verdad? No, ¿cómo es? Marin. Marin. Las confundo. Aquí tenemos a Novani, tenemos a Marin y tenemos a... Keisha. Me olvido después de no verlos tanto tiempo. Y Keisha. A ver, Marin, me encanta que lo estás haciendo como en el espacio, ¿ves? Porque lo vamos a hacer en una cajita. Está bien, Keisha lo ha hecho plano, porque cuando lo hacíamos antes era plano, pero ahora, si quieren, lo pueden hacer como de pie. Novani le está poniendo de pie también, ¿no? Como sentadito, lo está poniendo como tridimensional."
0:31:30,0:31:31,SPEAKER_00,Como el mío.
0:31:32,0:31:39,Patricia,"Mhm, Y sin embargo Keisha está bien, Keisha ha escogido hacerlo plano. Más o menos. Alright."
0:31:40,0:31:44,SPEAKER_00,"Oye, yo entiendo inglés también, me gusta hablarles en español."
0:31:46,0:32:42,Patricia,"Alright. Marin, cuéntame tu historia. Cuéntame tu historia. ¿Dónde está tu historia? ¿Es esta? ¿Esta? Alright. El carácter es Jesse. Jesse Apple. ¿Quién es Jesse? ¿Es esta? ¿Esa es Jesse? ¿Y qué pasó? ¿Le has quitado la cabeza? Le quiero hacer una foto, ¿puedo? ¿Me puedo hacer una fotito? ¿Me vas a poner la cabeza primero? Pues le saco ya. Y de los tuyos, ¿le puedo hacer una foto? Novani, no te importa que los muevas. ¡Guau! Novani! ¿Qué van a hacer con estos muñequitos? ¿Cuál es la historia? ¿Tienen una historia las tres? ¿Juntas? ¿No? ¿Diferentes?"
0:32:43,0:32:44,Keisha,Yo tengo una historia con Novani.
0:32:45,0:32:46,Patricia,¿Tú tienes una historia con qué?
0:32:47,0:32:48,Keisha,"Noami, aquí está."
0:32:48,0:32:49,Patricia,Novani y...
0:32:50,0:32:51,Keisha,"Noami, Noami."
0:32:52,0:32:55,Patricia,¿O Con Noami? ¿Noami dónde está?
0:32:56,0:32:57,Keisha,"No, ella se fue a aparecer."
0:32:58,0:33:07,Patricia,"Ah, sí, la vi salir. Entonces Keisha y Noemi y Noami han hecho una misma historia. ¿Me cuentas de qué es Keisha?"
0:33:08,0:33:09,Keisha,Es de nuestro...
0:33:10,0:33:16,Patricia,¿Cómo es que se dice? ¿Qué es?
0:33:16,0:33:20,Keisha,"Es de nuestra pijamada, pero mi mamá no me dejó. Pero un día sí."
0:33:22,0:33:45,Patricia,"¿Hacer como una fiesta de pijamas? ¿Un sleepover o algo así? Aha ok, entonces la mamá no les dejó y... Pero tú estás haciendo como un corazón grande, ¿no? Cuéntame. ¿Qué es esto de tu historia de corazón? ¿Qué es de corazón?"
0:33:46,0:33:47,Keisha,El corazón de una persona.
0:33:48,0:33:56,Patricia,¿El corazón de una persona? ¿Y cuál es el mensaje en tu historia? ¿Tiene un mensaje que quieres decir con tu historia como autora?
0:34:03,0:34:30,Keisha,¿No tenemos una historia? Nosotros hicimos un video. Un video de pijamas. Para la escuela
0:34:35,0:34:42,Patricia,"¿En la escuela, para llevar a la escuela o en la escuela? ¿Mientras estaban en la escuela, en vez de ir a clase, fueron a hacer un video?"
0:34:43,0:34:44,Keisha,"No, aquí en el programa."
0:34:45,0:34:47,Patricia,"Ah, durante nuestro programa hicieron un video."
0:34:53,0:34:55,Keisha,"¿Me lo dices en la realidad, que ya hicieron el video?"
0:34:56,0:35:26,Patricia,"De su fiesta de pijamas. Ah, ya lo hicieron. Esto es extra, el corazón. Solo estás haciéndolo por fan. No. Ok, ok, ahora entiendo. [m] A ver, les queda un poquito ahí, Jordani. Alright... �Quién me falta aquí? Jordani..."
